                               No. of Molecules =    12800
                      No. of Atoms per Molecule =        1
                                      Time Step =          1.0000
                                No. of MD Steps =      600
                            Desired Temperature =         85.0000
                                     Box Length =         84.8420
                          LJ Params: eps, sigma =          0.2381         3.4050
                                         Cutoff =         10.0000
                                           Mass =         39.9480

Temperature is set to       85.000
Step           PE              KE              TE
       481        -17587.82806       12473.67110       -5114.15696
       482        -17587.82806       12511.97681       -5075.85125
       483        -17587.82806       12550.36183       -5037.46623
       484        -17587.82806       12588.82617       -4999.00189
       485        -17587.82806       12627.36982       -4960.45824
       486        -17587.82806       12665.99279       -4921.83527
       487        -17587.82806       12704.69507       -4883.13299
       488        -17587.82806       12743.47667       -4844.35140
       489        -17587.82806       12782.33758       -4805.49048
       490        -17587.82806       12821.27781       -4766.55026
       491        -17587.82806       12860.29735       -4727.53072
       492        -17587.82806       12899.39620       -4688.43186
       493        -17587.82806       12938.57437       -4649.25369
       494        -17587.82806       12977.83186       -4609.99620
       495        -17587.82806       13017.16866       -4570.65940
       496        -17587.82806       13056.58478       -4531.24329
       497        -17587.82806       13096.08021       -4491.74786
       498        -17587.82806       13135.65495       -4452.17311
       499        -17587.82806       13175.30901       -4412.51905
       500        -17587.82806       13215.04239       -4372.78568
       501        -17587.82806       13254.85508       -4332.97299
       502        -17587.82806       13294.74708       -4293.08098
       503        -17587.82806       13334.71840       -4253.10966
       504        -17587.82806       13374.76904       -4213.05903
       505        -17587.82806       13414.89899       -4172.92908
       506        -17587.82806       13455.10825       -4132.71981
       507        -17587.82806       13495.39683       -4092.43123
       508        -17587.82806       13535.76472       -4052.06334
       509        -17587.82806       13576.21193       -4011.61613
       510        -17587.82806       13616.73846       -3971.08961
       511        -17587.82806       13657.34430       -3930.48377
       512        -17587.82806       13698.02945       -3889.79862
       513        -17587.82806       13738.79392       -3849.03415
       514        -17587.82806       13779.63770       -3808.19036
       515        -17587.82806       13820.56080       -3767.26727
       516        -17587.82806       13861.56321       -3726.26485
       517        -17587.82806       13902.64494       -3685.18312
       518        -17587.82806       13943.80598       -3644.02208
       519        -17587.82806       13985.04634       -3602.78172
       520        -17587.82806       14026.36601       -3561.46205
       521        -17587.82806       14067.76500       -3520.06306
